"","country","life_ladder","log_gdp_per_capita","social_support","life_expec","freedom_to_make_life_choices","generosity","perceptions_of_corruption","positive_affect","negative_affect","confidence_in_national_government","democratic_quality","delivery_quality","standard_deviation_of_ladder_by_country_year","standard_deviation_mean_of_ladder_by_country_year","gini_index_world_bank_estimate","gini_index_world_bank_estimate_average_2000_15","gini_of_household_income_reported_in_gallup_by_wp5_year","continent"
"99","Portugal",5.71149921417236,10.2367086410522,0.899984836578369,72.1587448120117,0.905065655708313,-0.182598397135735,0.880970537662506,0.649151086807251,0.294272571802139,0.50108814239502,NA,NA,2.20508670806885,0.3860784471035,NA,0.367,0.445528090000153,"Europe"
"100","Romania",6.08990478515625,10.0288915634155,0.811240136623383,66.8570861816406,0.838586688041687,-0.164420738816261,0.925658047199249,0.733730375766754,0.230836197733879,0.298341333866119,NA,NA,2.1412980556488,0.351614385843277,NA,0.290928571428571,0.412117600440979,"Europe"
"101","Russia",5.57874298095703,10.1036834716797,0.896151304244995,62.9787826538086,0.730874240398407,-0.158567786216736,0.861590206623077,0.710230231285095,0.194560527801514,0.556597232818604,NA,NA,2.12468862533569,0.380854368209839,NA,0.39925,0.377679735422134,"Europe"
"102","Saudi Arabia",6.29428243637085,10.8119878768921,0.840086281299591,64.083740234375,0.814142167568207,-0.15690541267395,NA,0.774875700473785,0.305841892957687,NA,NA,NA,2.50892305374146,0.398603498935699,NA,NA,0.451889485120773,"Asia"
"103","Senegal",4.68302488327026,7.8119854927063,0.743759334087372,57.9808769226074,0.686937034130096,-0.0290660988539457,0.82524186372757,0.745732069015503,0.290836066007614,0.610722780227661,NA,NA,2.00763750076294,0.428705275058746,NA,0.402333333333333,0.436694502830505,"Africa"
"104","Serbia",5.12203121185303,9.56153774261475,0.883770406246185,65.6848754882812,0.684846341609955,-0.0814155861735344,0.851457834243774,0.509721219539642,0.326407074928284,0.511197984218597,NA,NA,2.3945095539093,0.467492192983627,NA,0.3059,0.366129755973816,"Europe"
"105","Sierra Leone",4.08956241607666,7.25301837921143,0.652287125587463,44.3865280151367,0.710613548755646,0.0892256796360016,0.848398327827454,0.600368201732635,0.495040029287338,0.737516939640045,NA,NA,2.59525918960571,0.634605586528778,NA,0.371,0.583586096763611,"Africa"
"106","Singapore",6.37843799591064,11.3170499801636,0.897349894046783,75.8124008178711,0.926127851009369,0.120411552488804,0.161790683865547,0.800114393234253,0.179324552416801,0.9269979596138,NA,NA,1.41807222366333,0.222322806715965,NA,NA,0.56490957736969,"Asia"
"107","Slovakia",6.36550903320312,10.3139419555664,0.913386642932892,68.7739105224609,0.714224696159363,-0.0720768421888351,0.920422673225403,0.788020431995392,0.212722480297089,0.341680079698563,NA,NA,1.89752197265625,0.298094302415848,NA,0.267454545454546,0.29258805513382,"Europe"
"108","Slovenia",6.16683769226074,10.3535165786743,0.928187847137451,70.9432907104492,0.920862674713135,-0.0334751158952713,0.828794717788696,0.61510968208313,0.285601437091827,0.239779725670815,NA,NA,1.98230063915253,0.321445256471634,NA,0.249090909090909,0.359244138002396,"Europe"
"109","South Africa",4.51365518569946,9.40520286560059,0.870313286781311,55.2293090820312,0.78742790222168,-0.139256224036217,0.86478191614151,0.784800708293915,0.26817524433136,0.423274219036102,NA,NA,2.41956949234009,0.536055445671082,NA,0.6225,0.565037488937378,"Africa"
"110","South Korea",5.87388706207275,10.4897346496582,0.80692994594574,74.0416946411133,0.538113713264465,0.00335459387861192,0.850690424442291,0.623377561569214,0.234825626015663,0.358582198619843,NA,NA,2.07572960853577,0.353382617235184,NA,0.319,0.393612235784531,"Asia"
"111","South Sudan",2.81662249565125,NA,0.556822657585144,50.0201721191406,0.456011086702347,NA,0.761269629001617,0.585602164268494,0.517363786697388,0.461550503969193,NA,NA,2.73683762550354,0.971673548221588,NA,0.463,0.703007578849792,"Africa"
"112","Spain",6.23017311096191,10.4452228546143,0.903158187866211,74.4982147216797,0.755560755729675,-0.0421562530100346,0.791268765926361,0.625055611133575,0.302387654781342,0.269585967063904,NA,NA,1.80572175979614,0.289834916591644,NA,0.344545454545455,0.378949552774429,"Europe"
"113","Sri Lanka",4.33094549179077,9.37795448303223,0.822770595550537,65.2925338745117,0.827077388763428,0.0845772325992584,0.844210028648376,0.794951617717743,0.269727528095245,0.517589926719666,NA,NA,2.23037600517273,0.514985918998718,NA,0.39225,0.427296966314316,"Asia"
"114","Sweden",7.28680467605591,10.7704057693481,0.914016783237457,73.0065460205078,0.934582114219666,0.155486837029457,0.239366918802261,0.813547790050507,0.175066828727722,0.559461951255798,NA,NA,1.77717685699463,0.243889734148979,NA,0.267454545454545,0.346856117248535,"Europe"
"115","Switzerland",7.47359323501587,10.955548286438,0.949661374092102,73.1737594604492,0.924996912479401,0.167874664068222,0.316183477640152,0.773997068405151,0.195871487259865,0.819706737995148,NA,NA,1.54461562633514,0.206676438450813,NA,0.327571428571429,0.295817792415619,"Europe"
"116","Taiwan",6.35945081710815,NA,0.891119122505188,71.2099990844727,0.759654760360718,NA,0.742780089378357,0.837277293205261,0.114123158156872,0.322822391986847,NA,NA,1.86960220336914,0.293987989425659,NA,NA,0.381671965122223,"Asia"
"117","Tajikistan",5.82923412322998,7.9565896987915,0.662693321704865,62.971248626709,0.832002460956573,0.124936185777187,0.718336880207062,0.602667689323425,0.277725338935852,0.929793059825897,NA,NA,2.21285057067871,0.379612565040588,NA,0.31875,0.367954313755035,"Asia"
"118","Tanzania",3.3471212387085,7.89631366729736,0.705010294914246,56.6654853820801,0.800495505332947,0.106598906219006,0.653606057167053,0.714645504951477,0.255335688591003,0.913339018821716,NA,NA,2.68366742134094,0.801783740520477,NA,0.384666666666667,0.549375236034393,"Africa"
"119","Thailand",5.9388952255249,9.68843746185303,0.877268731594086,66.4187927246094,0.922896802425385,0.202452391386032,0.883816778659821,0.816321790218353,0.231597617268562,0.605078816413879,NA,NA,2.24372243881226,0.377801328897476,NA,0.402636363636364,0.513357758522034,"Asia"
"120","Togo",4.36080503463745,7.25166988372803,0.507805228233337,52.2572746276855,0.716694414615631,-0.037704486399889,0.725519597530365,0.614188969135284,0.425824254751205,0.484952360391617,NA,NA,2.49483060836792,0.572103202342987,NA,0.437333333333333,0.552189290523529,"Africa"
"121","Tunisia",4.124342918396,9.29428863525391,0.717381596565247,65.8805618286133,0.477956652641296,-0.233531162142754,0.868826746940613,0.420961886644363,0.377196848392487,0.250827312469482,NA,NA,2.2148175239563,0.537011027336121,NA,0.381,0.41451433300972,"Africa"
"122","Turkey",5.607262134552,10.1193733215332,0.876467823982239,65.7947311401367,0.644434213638306,-0.246927157044411,0.670910537242889,0.449800908565521,0.312846124172211,0.586161255836487,NA,NA,1.62632858753204,0.29003968834877,NA,0.403076923076923,0.326897621154785,"Asia"
"123","Turkmenistan",5.22914886474609,9.70264053344727,0.908454895019531,60.392692565918,0.72039920091629,0.0403375402092934,NA,0.520885109901428,0.349627673625946,NA,NA,NA,1.43217813968658,0.273883610963821,NA,NA,0.265776634216309,"Asia"
"124","Uganda",4.00051689147949,7.44295120239258,0.739956140518188,51.7634773254395,0.77234411239624,0.0717199817299843,0.815770030021667,0.703375637531281,0.400025725364685,0.655109107494354,NA,NA,2.67337942123413,0.668258488178253,NA,0.43325,0.6406369805336,"Africa"
"125","Ukraine",4.3110671043396,8.96785926818848,0.858324885368347,63.1733512878418,0.598875522613525,0.0161250066012144,0.936764001846313,0.59711217880249,0.234763830900192,0.110936529934406,NA,NA,2.25538349151611,0.523161292076111,NA,0.266,0.42114594578743,"Europe"
"126","United Arab Emirates",7.03941965103149,11.121808052063,0.835527360439301,68.5815505981445,0.962016642093658,0.191113129258156,NA,0.795034885406494,0.207598447799683,NA,NA,NA,2.0300407409668,0.288381844758987,NA,NA,0.600683748722076,"Asia"
"127","United Kingdom",7.10327339172363,10.5845756530762,0.937495291233063,72.0561294555664,0.812733292579651,0.281046003103256,0.418611347675323,0.758571803569794,0.209572419524193,0.440120846033096,NA,NA,1.61545026302338,0.22742335498333,NA,0.342,0.372231811285019,"Europe"
"128","United States",6.99175930023193,10.8998689651489,0.921002864837646,69.7709197998047,0.868496716022491,0.181657359004021,0.681191265583038,0.82655531167984,0.268269062042236,0.38653501868248,NA,NA,1.88068795204163,0.268986374139786,NA,0.4068,0.610804378986359,"Americas"
"129","Uruguay",6.33600997924805,9.9177713394165,0.913801670074463,68.3803634643555,0.897851645946503,-0.104762151837349,0.626581966876984,0.835861265659332,0.280323356389999,0.413032114505768,NA,NA,2.28859877586365,0.361205041408539,NA,0.4426,0.399903923273087,"Americas"
"130","Uzbekistan",6.42144775390625,8.76277828216553,0.942131102085114,63.1661796569824,0.985177755355835,0.114029459655285,0.464641600847244,0.838989078998566,0.202737495303154,0.964690446853638,NA,NA,2.36768889427185,0.368715733289719,NA,0.348,0.445986151695251,"Asia"
"131","Vietnam",5.17527866363525,8.74265480041504,NA,66.2457656860352,NA,NA,NA,NA,NA,NA,NA,NA,1.75083601474762,0.338307589292526,NA,0.364285714285714,0.466430068016052,"Asia"
"132","Yemen",3.25356006622314,NA,0.789555013179779,54.9810333251953,0.595190763473511,NA,NA,0.455181896686554,0.295063585042953,0.247786983847618,NA,NA,2.17854404449463,0.669587790966034,NA,0.357,0.374521881341934,"Asia"
"133","Zambia",3.93277740478516,8.211669921875,0.743753910064697,53.803783416748,0.823168575763702,0.12982152402401,0.739540636539459,0.684623301029205,0.387188881635666,0.717004060745239,NA,NA,2.65028309822083,0.673896014690399,NA,0.5274,0.612799227237701,"Africa"
"134","Zimbabwe",3.63830018043518,7.53818702697754,0.754147052764893,52.6744842529297,0.75282609462738,-0.0660046860575676,0.751208007335663,0.806428372859955,0.224051341414452,0.682646691799164,NA,NA,2.65684795379639,0.730244278907776,NA,0.432,0.581483781337738,"Africa"
